,Unnamed: 0,id,object_name,chain,object_type,address,number,street,Url,Url_With_Coordinates
1460,13757,217078,freshcafe,False,бар,"город москва, ленинский проспект, дом 119",16,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 119",https://maps.google.com/maps/api/staticmap?center=55.6509433%2C37.4882636&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=4PyQU_er3IaqvW9mQjtYd1tmei0
1461,13767,205218,кондитерская лавка александра,False,кафе,"город москва, город зеленоград, корпус 533",9,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 533",https://maps.google.com/maps/api/staticmap?center=55.9921362%2C37.2553108&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=JRFYivXC25YfU-COpHEQVtNDNqk
1462,13770,211686,кафе «чикаго»,False,кафе,"город москва, варшавское шоссе, дом 141, корпус 11",18,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 141, корпус 11",https://maps.google.com/maps/api/staticmap?center=55.5878502%2C37.6019757&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Coqb7q3MNppim-ZCED9DuHqTzOA
1463,13771,215542,кальянная «great als lounge»,False,кафе,"город москва, варшавское шоссе, дом 141, корпус 11",15,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 141, корпус 11",https://maps.google.com/maps/api/staticmap?center=55.5878502%2C37.6019757&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=Coqb7q3MNppim-ZCED9DuHqTzOA
1464,13772,195742,бистро «молодо-зелено»,False,кафе,"город москва, варшавское шоссе, дом 141, корпус 10",18,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 141, корпус 10",https://maps.google.com/maps/api/staticmap?center=55.589196%2C37.6026651&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=gg2duM4AbN409SUOr1MxUZlqFhM
1465,13783,221232,кафе «дом друзей»,False,кафе,"город москва, поселение сосенское, деревня сосенки, дом 39",32,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, деревня сосенки, дом 39",https://maps.google.com/maps/api/staticmap?center=55.5606936%2C37.4390764&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=81IDnypq42ia5QHH7C_idkATLvY
1466,13788,219173,бонжур сити,False,закусочная,"город москва, поселение сосенское, поселок коммунарка, лазурная улица, дом 6",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, лазурная улица, дом 6",https://maps.google.com/maps/api/staticmap?center=55.5692055%2C37.4718861&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=tDAgM6EdY6Nvg9jBhXh7fFzTmkA
1467,13790,205372,кофе баристо,False,кафе,"город москва, поселение сосенское, поселок коммунарка, дом 9",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, дом 9",https://maps.google.com/maps/api/staticmap?center=55.572214%2C37.4765091&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=zSyh0KBisfucXDeuEKDiCgVS_Tk
1468,13791,209426,доминос пицца,False,кафе,"город москва, поселение сосенское, поселок коммунарка, дом 30",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, дом 30",https://maps.google.com/maps/api/staticmap?center=55.569877%2C37.4847771&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=3UnzeynkylJqkpRBt_T9zBjfVLE
1469,13792,209354,кафе,False,кафе,"город москва, поселение сосенское, поселок коммунарка, дом 30",35,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, дом 30",https://maps.google.com/maps/api/staticmap?center=55.569877%2C37.4847771&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=3UnzeynkylJqkpRBt_T9zBjfVLE
1470,13809,205129,сладости и радости,False,кафе,"город москва, проспект вернадского, дом 29",5,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 29",https://maps.google.com/maps/api/staticmap?center=55.6814174%2C37.5156619&zoom=17&size=256x256&language=en&sensor=false&client=google-maps-frontend&signature=qbxSDUfRO39Y2fapK7Ee9kRWxMs
