,id,object_name,chain,object_type,address,number,street,Url
7256,29410,школа 2045 корп.2031,False,столовая,"город москва, город зеленоград, корпус 2031",160,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 2031"
7257,60362,garden,False,ресторан,"город москва, город зеленоград, корпус 305",55,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 305"
7258,22811,ресторан «темпл бар»,True,ресторан,"город москва, город зеленоград, корпус 405а",135,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 405а"
7259,26305,чайхона « в гости»,False,ресторан,"город москва, город зеленоград, корпус 405а",98,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, корпус 405а"
7260,128116,кафе «пицца хат»,True,кафе,"город москва, город зеленоград, улица гоголя, дом 2",22,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, улица гоголя, дом 2"
7261,82565,столовая компонент,False,столовая,"город москва, город зеленоград, проспект генерала алексеева, владение 1б, строение 1",30,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, проспект генерала алексеева, владение 1б, строение 1"
7262,68107,закусочная «бургер кинг»,True,фаст-фуд,"город москва, город зеленоград, панфиловский проспект, дом 6а",30,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
7263,68109,крошка картошка,True,фаст-фуд,"город москва, город зеленоград, панфиловский проспект, дом 6а",30,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
7264,68111,кафе «пармезан»,False,кафе,"город москва, город зеленоград, панфиловский проспект, дом 6а",84,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
7265,83683,kfc,True,фаст-фуд,"город москва, город зеленоград, панфиловский проспект, дом 6а",40,город зеленоград,"https://www.google.com/maps/search/город москва, город зеленоград, панфиловский проспект, дом 6а"
7283,23633,ресторан «чайхана урюк»,True,ресторан,"город москва, ленинский проспект, дом 31, корпус 1, строение 1",250,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 31, корпус 1, строение 1"
7327,89346,кафе высота,False,кафе,"город москва, варшавское шоссе, дом 33",70,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 33"
7376,28512,московский ордена ленина и ордена трудового красного знамени метрополитен имени в.и.ленина,False,столовая,"город москва, варшавское шоссе, дом 93",200,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 93"
7384,25386,кафе,False,кафе,"город москва, варшавское шоссе, дом 125ж, корпус 5",25,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 125ж, корпус 5"
7395,28148,ростик,False,фаст-фуд,"город москва, варшавское шоссе, дом 132а",60,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 132а"
7408,29351,столовая школы 1178,False,столовая,"город москва, варшавское шоссе, дом 152, корпус 10",300,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 152, корпус 10"
7415,154768,кофепорт,True,кафе,"город москва, варшавское шоссе, дом 26",10,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26"
7416,70517,якитория,True,ресторан,"город москва, варшавское шоссе, дом 26",98,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 26"
7436,28522,руспицца,False,кафе,"город москва, варшавское шоссе, дом 125, строение 3",46,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 125, строение 3"
7459,29432,мфюа «нано фреш»,False,столовая,"город москва, варшавское шоссе, дом 81, корпус 2",36,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 81, корпус 2"
7472,29758,сезам,False,кафе,"город москва, варшавское шоссе, дом 30, корпус 2",40,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 30, корпус 2"
7479,21640,кафе,False,кафе,"город москва, варшавское шоссе, владение 129г",12,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, владение 129г"
7532,21677,kfc,True,фаст-фуд,"город москва, варшавское шоссе, дом 87б",64,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
7533,26887,макдоналдс,True,фаст-фуд,"город москва, варшавское шоссе, дом 87б",64,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 87б"
7558,150427,бургер кинг,True,фаст-фуд,"город москва, варшавское шоссе, дом 153",40,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 153"
7561,83281,макдоналдс,True,кафе,"город москва, варшавское шоссе, дом 135б",95,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 135б"
7563,70623,ресторан «иль патио»,True,ресторан,"город москва, варшавское шоссе, дом 97",110,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 97"
7564,23778,предприятие быстрого обслуживания «макдоналдс»,True,фаст-фуд,"город москва, варшавское шоссе, дом 97",46,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 97"
7565,20793,предприятие быстрого обслуживания «kfc»,True,фаст-фуд,"город москва, варшавское шоссе, дом 97",46,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 97"
7583,21920,бар «ворд класс»,False,бар,"город москва, варшавское шоссе, дом 122а",28,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 122а"
7584,119722,кафе la carotte,False,фаст-фуд,"город москва, варшавское шоссе, дом 47, корпус 4",92,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 47, корпус 4"
7590,28147,фгуп «мрти ран»,False,столовая,"город москва, варшавское шоссе, дом 132, сооружение 1",20,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 132, сооружение 1"
7592,70726,предприятие быстрого обслуживания «бургер кинг»,True,фаст-фуд,"город москва, варшавское шоссе, дом 95, корпус 1",54,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
7593,70631,предприятие быстрого обслуживания «ресторанный дворик»,False,фаст-фуд,"город москва, варшавское шоссе, дом 95, корпус 1",180,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
7594,155575,кафе,False,кафе,"город москва, варшавское шоссе, дом 95, корпус 1",46,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
7595,25637,кофейня «кофе хаус»,True,кафе,"город москва, варшавское шоссе, дом 95, корпус 1",44,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 95, корпус 1"
7596,27729,столовая «вижн»,False,столовая,"город москва, ленинский проспект, дом 15а",96,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 15а"
7597,24553,кафе «15 а»,False,кафе,"город москва, ленинский проспект, дом 15а",80,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 15а"
7603,28149,сапфир 1,False,столовая,"город москва, варшавское шоссе, дом 127",500,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 127"
7614,157008,караоке-бар loft,False,бар,"город москва, варшавское шоссе, дом 71, корпус 3",60,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 71, корпус 3"
7636,21159,буфет «мцби»,False,буфет,"город москва, варшавское шоссе, дом 118, корпус 1",0,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 118, корпус 1"
7675,155785,додо пицца,True,кафе,"город москва, варшавское шоссе, дом 152а",6,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 152а"
7695,70470,буфет «иль джорно»,False,буфет,"город москва, варшавское шоссе, дом 9, строение 1",7,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1"
7696,69680,кафе «иль джорно»,False,кафе,"город москва, варшавское шоссе, дом 9, строение 1",98,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1"
7697,79549,кафе «мэри джейн»,False,кафе,"город москва, варшавское шоссе, дом 9, строение 1",90,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1"
7698,23641,буфет «артекс»,False,кафе,"город москва, варшавское шоссе, дом 9, строение 1",24,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1"
7699,26945,ёрш,True,ресторан,"город москва, варшавское шоссе, дом 86",98,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 86"
7700,27260,ресторан «тануки»,True,ресторан,"город москва, варшавское шоссе, дом 86",98,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 86"
7702,152159,кафе «шоколадница»,True,кафе,"город москва, варшавское шоссе, дом 160",20,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 160"
7703,73494,бургер кинг,True,фаст-фуд,"город москва, варшавское шоссе, дом 160",70,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 160"
7704,75207,семейный ресторан «космик»,True,кафе,"город москва, варшавское шоссе, дом 160",80,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 160"
7753,20857,буфет,False,буфет,"город москва, варшавское шоссе, дом 14, строение 1",12,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 14, строение 1"
7754,23645,кафе «клубавторадио»,False,кафе,"город москва, варшавское шоссе, дом 14, строение 1",80,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 14, строение 1"
7758,71453,кулинарная лавка братьев караваевых,True,кафетерий,"город москва, варшавское шоссе, дом 9, строение 1б",30,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1б"
7759,156068,кафе «arcus bar and food»,False,кафе,"город москва, варшавское шоссе, дом 9, строение 1б",180,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1б"
7760,23632,первое кафе,False,кафе,"город москва, варшавское шоссе, дом 9, строение 1б",97,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 9, строение 1б"
7761,145634,буфет «скалка»,False,буфет,"город москва, варшавское шоссе, дом 1",10,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7762,145635,кафе «корсар»,False,фаст-фуд,"город москва, варшавское шоссе, дом 1",12,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7763,145653,буфет «вкусный мир»,False,буфет,"город москва, варшавское шоссе, дом 1",8,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7764,145654,кафе «ассамбляж,False,кафе,"город москва, варшавское шоссе, дом 1",10,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7765,145655,кафе «кулинария»,False,кафе,"город москва, варшавское шоссе, дом 1",8,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7766,145664,кафейня «пеар - 4»,False,кафе,"город москва, варшавское шоссе, дом 1",15,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7767,145689,буфет «фуд - лайн»,False,буфет,"город москва, варшавское шоссе, дом 1",13,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7768,145685,кафе «кулаковская о. н.»,False,кафе,"город москва, варшавское шоссе, дом 1",15,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 1"
7830,22480,венское кафе,False,кафе,"город москва, проспект мира, дом 92, строение 1",70,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 92, строение 1"
7949,141232,lambic,False,ресторан,"город москва, проспект мира, дом 26, строение 7",80,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 26, строение 7"
8038,83403,food embassy юлии высоцкой,False,ресторан,"город москва, проспект мира, дом 26, строение 2",50,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 26, строение 2"
8039,78312,katie osheas,False,бар,"город москва, проспект мира, дом 26, строение 5",54,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 26, строение 5"
8075,153651,столовая (закрытое),False,столовая,"город москва, ленинский проспект, дом 6, строение 7",40,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 6, строение 7"
8092,152972,антикафе «совиный дом»,False,кафе,"город москва, проспект мира, дом 79, строение 2",20,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 79, строение 2"
8174,153685,столовая (закрытое),False,столовая,"город москва, ленинский проспект, дом 2/4",185,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 2/4"
8192,22645,фа-соль-ка,False,кафе,"город москва, ленинский проспект, дом 2, сооружение 1",40,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 2, сооружение 1"
8193,27001,александровский зал ( закрытое),False,ресторан,"город москва, ленинский проспект, дом 2, сооружение 1",80,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 2, сооружение 1"
8273,140422,ресторан «sixty»,False,ресторан,"город москва, пресненская набережная, дом 12",300,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 12"
8274,124496,пилигрим,False,кафе,"город москва, проспект мира, дом 6",80,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 6"
8277,59223,мимино,True,кафе,"город москва, проспект мира, дом 75, строение 1",48,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 75, строение 1"
8287,156815,кафе «обедбуфет»,False,буфет,"город москва, пресненская набережная, дом 10",237,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10"
8288,58489,хлеб насущный,True,кафе,"город москва, пресненская набережная, дом 10",88,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10"
8289,24296,гудман,True,ресторан,"город москва, пресненская набережная, дом 10",140,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10"
8290,74554,старбакс,True,кафе,"город москва, пресненская набережная, дом 10",32,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 10"
8295,140634,ресторан «bamboobar»,False,ресторан,"город москва, пресненская набережная, дом 8, строение 1",250,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 8, строение 1"
8296,81660,кафе «хадсон дели»,False,кафе,"город москва, пресненская набережная, дом 8, строение 1",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 8, строение 1"
8297,98735,ресторан «tutto bene»,False,ресторан,"город москва, пресненская набережная, дом 8, строение 1",150,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 8, строение 1"
8298,143839,ресторан березка,False,кафе,"город москва, пресненская набережная, дом 8, строение 1",100,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 8, строение 1"
8299,74624,кафе «simplewine»,False,кафе,"город москва, пресненская набережная, дом 8, строение 1",65,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 8, строение 1"
8314,156544,хинкальный дом «тбилисо»,False,ресторан,"город москва, проспект мира, дом 78, сооружение 1",60,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 78, сооружение 1"
8341,26998,садовое кольцо,False,ресторан,"город москва, проспект мира, дом 14, строение 2",80,проспект мира,"https://www.google.com/maps/search/город москва, проспект мира, дом 14, строение 2"
8423,140424,кафе «bread and meat»,False,кафе,"город москва, пресненская набережная, дом 6, строение 2",60,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 6, строение 2"
8463,93617,ресторан «meat&fisht»,False,ресторан,"город москва, пресненская набережная, дом 2",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8464,93636,ресторан «kabuki»,False,ресторан,"город москва, пресненская набережная, дом 2",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8465,93644,ресторан «viet cafe»,False,ресторан,"город москва, пресненская набережная, дом 2",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8466,93657,макдоналдс,True,ресторан,"город москва, пресненская набережная, дом 2",45,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8467,93251,ресторан «saltenas»,False,ресторан,"город москва, пресненская набережная, дом 2",5,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8468,157465,ресторан «mc traders»,False,ресторан,"город москва, пресненская набережная, дом 2, сооружение 1",120,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2, сооружение 1"
8469,93810,иль патио,True,ресторан,"город москва, пресненская набережная, дом 2",350,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8470,144950,галата,False,кафе,"город москва, пресненская набережная, дом 2",50,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8471,147087,sushilka,True,кафе,"город москва, пресненская набережная, дом 2",10,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8472,147091,чайхона №1,True,ресторан,"город москва, пресненская набережная, дом 2",60,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8473,147099,starbucks,True,кафе,"город москва, пресненская набережная, дом 2",50,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8474,147100,шоколадница,True,кафе,"город москва, пресненская набережная, дом 2",50,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8475,147102,кафе «russkii»,False,кафе,"город москва, пресненская набережная, дом 2",50,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8476,147103,ресторан «croydon»,False,ресторан,"город москва, пресненская набережная, дом 2",60,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8477,147106,upside down cake,False,кафе,"город москва, пресненская набережная, дом 2",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8478,147109,неспрессо,False,кафетерий,"город москва, пресненская набережная, дом 2",0,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8479,147119,кафе «ploft»,False,кафе,"город москва, пресненская набережная, дом 2",30,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8480,147121,бар «mad men bar»,False,бар,"город москва, пресненская набережная, дом 2",50,пресненская набережная,"https://www.google.com/maps/search/город москва, пресненская набережная, дом 2"
8481,129833,теремок,True,фаст-фуд,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",20,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8482,129971,менза,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",8,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8483,129973,red mango,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",4,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8484,129976,krispy creme,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",4,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8485,129953,обед буфет,False,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",15,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8486,129966,панчо пицца,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",4,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8487,129947,сабвей,True,фаст-фуд,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",5,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8488,136043,starbucks,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",8,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8489,148615,dim sum & co,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8490,148617,ploveberry,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8491,149167,кафе «лавкалавка»,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",20,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8492,149172,пончиковое кафе икеа ikea,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8493,149175,ресторан икеа ikea,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",50,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8494,152879,shvilli (реторан швили),False,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8495,152896,кафе pho bo,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",10,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8496,152897,папа джонс,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",5,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8497,152764,upside down cake (udcкафе),False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",5,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8498,152777,tutti frutti frozen yogurt,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8499,152923,gagawa,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",10,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8500,152924,costa coffee,True,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",5,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8501,104717,макдоналдс,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",50,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8502,103507,cinnabon,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",50,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8503,104792,бургер кинг,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",42,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8504,104794,kfc,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",30,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8505,104798,воккер,True,ресторан,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",35,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8506,104825,кафейня musetti,False,кафе,"город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10",10,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, калужское шоссе, 22-й километр, дом 10"
8512,77506,вкусторг,False,кафе,"город москва, поселение сосенское, деревня сосенки, дом 190",30,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, деревня сосенки, дом 190"
8521,149552,столовая,False,столовая,"город москва, поселение сосенское, улица поляны, владение 50, строение 1",143,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, улица поляны, владение 50, строение 1"
8529,148311,шале-кафе,False,кафе,"город москва, поселение сосенское, поселок коммунарка, фитаревская улица, дом 15",25,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, фитаревская улица, дом 15"
8545,148323,кафе «хатимаки»,False,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 9",10,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 9"
8546,147986,суши wok,True,кафе,"город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 6",0,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, поселок коммунарка, улица липовый парк, дом 6"
8576,148321,кафе-ресторан «таверна»,False,ресторан,"город москва, поселение сосенское, ж/к ""дубровка"", сосновая улица, дом 15",120,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, ж/к ""дубровка"", сосновая улица, дом 15"
8577,77504,макдоналдс,True,ресторан,"город москва, поселение сосенское, ж/к ""дубровка"", сосновая улица, дом 15",45,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, ж/к ""дубровка"", сосновая улица, дом 15"
8620,153520,кафе-бар grill express,False,кафе,"город москва, поселение сосенское, деревня сосенки, дом 126",20,поселение сосенское,"https://www.google.com/maps/search/город москва, поселение сосенское, деревня сосенки, дом 126"
