,id,object_name,chain,object_type,address,number,street,Url
6059,26308,макдоналдс,True,кафе,"город москва, ленинский проспект, дом 111/2",150,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 111/2"
6063,28527,фгбу транспортный комбинат россия,False,столовая,"город москва, профсоюзная улица, дом 74",35,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 74"
6069,27267,ресторан «тануки»,True,ресторан,"город москва, профсоюзная улица, дом 126, корпус 1",80,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 1"
6070,24619,кафе «небеса»,False,кафе,"город москва, профсоюзная улица, дом 126, корпус 1",54,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 1"
6071,125154,кафе «у лоренцо»,False,кафе,"город москва, профсоюзная улица, дом 126, корпус 3",55,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 3"
6072,143508,кафе «woodwoodburgers»,False,кафе,"город москва, профсоюзная улица, дом 126, корпус 3",20,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 3"
6073,143509,кафе «tacador»,False,кафе,"город москва, профсоюзная улица, дом 126, корпус 3",20,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 3"
6074,143510,кафе «cezve coffee»,False,кафе,"город москва, профсоюзная улица, дом 126, корпус 3",20,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 3"
6075,143013,ресторан «китайские новости»,False,ресторан,"город москва, профсоюзная улица, дом 126, корпус 3",190,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, корпус 3"
6082,29817,комбинат питания ран,False,ресторан,"город москва, ленинский проспект, дом 32а",89,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 32а"
6085,23901,черемушки кафе при фок,False,кафе,"город москва, профсоюзная улица, дом 62, корпус 5",10,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 62, корпус 5"
6097,26309,макдоналдс,True,фаст-фуд,"город москва, профсоюзная улица, дом 56",40,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6098,26985,пивной двор,False,ресторан,"город москва, профсоюзная улица, дом 56",80,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6099,25401,пиццерия,False,кафе,"город москва, профсоюзная улица, дом 56",20,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6100,25403,латте,False,кафе,"город москва, профсоюзная улица, дом 56",86,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6101,25404,домино'с пицца,True,кафе,"город москва, профсоюзная улица, дом 56",50,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6102,112178,кафе теремок,True,фаст-фуд,"город москва, профсоюзная улица, дом 56",15,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6103,112181,крошка картошка,True,фаст-фуд,"город москва, профсоюзная улица, дом 56",40,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6104,111341,food trip cafe,False,фаст-фуд,"город москва, профсоюзная улица, дом 56",12,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6105,111529,тирольские пироги,True,фаст-фуд,"город москва, профсоюзная улица, дом 56",4,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6106,111541,glowsubs sandwiches,True,кафе,"город москва, профсоюзная улица, дом 56",12,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6107,114523,кулинарное бюро kitchen,True,кафе,"город москва, профсоюзная улица, дом 56",70,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6108,115197,ресторантс-сервис,False,ресторан,"город москва, профсоюзная улица, дом 56",24,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6109,115556,черемуха,False,кафе,"город москва, профсоюзная улица, дом 56",56,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 56"
6110,23956,русагрохолдинг,False,кафе,"город москва, профсоюзная улица, дом 61а",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6111,23949,система бит 2000,False,кафе,"город москва, профсоюзная улица, дом 61а",75,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6112,27140,технологии ресторанного бизнеса,False,ресторан,"город москва, профсоюзная улица, дом 61а",70,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6113,27193,максимальный ресторан,False,ресторан,"город москва, профсоюзная улица, дом 61а",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6114,26326,москва - макдоналдс,True,ресторан,"город москва, профсоюзная улица, дом 61а",70,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6115,20688,гамма лайт,False,бар,"город москва, профсоюзная улица, дом 61а",50,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6116,20410,сердолик-ю,False,бар,"город москва, профсоюзная улица, дом 61а",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6117,89735,макдоналдс,True,ресторан,"город москва, профсоюзная улица, дом 61а",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6118,89841,крошка картошка,True,кафе,"город москва, профсоюзная улица, дом 61а",0,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 61а"
6130,125159,кафе «пассаж»,False,кафе,"город москва, профсоюзная улица, дом 126, строение 7",24,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 126, строение 7"
6131,23882,бургер кинг,True,кафе,"город москва, профсоюзная улица, дом 102, строение 1",50,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 102, строение 1"
6145,23958,кафе шоколад,True,кафе,"город москва, профсоюзная улица, дом 45а",90,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 45а"
6158,21700,му-му,True,ресторан,"город москва, профсоюзная улица, дом 129а",180,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6159,70112,эмиратас,False,кафе,"город москва, профсоюзная улица, дом 129а",120,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6160,70125,шоколадница,True,кафе,"город москва, профсоюзная улица, дом 129а",55,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6161,91152,япоша,True,ресторан,"город москва, профсоюзная улица, дом 129а",150,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6162,91156,макдоналдс,True,ресторан,"город москва, профсоюзная улица, дом 129а",120,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6163,91157,бургер кинг,True,кафе,"город москва, профсоюзная улица, дом 129а",60,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6164,91158,маки-маки,True,кафе,"город москва, профсоюзная улица, дом 129а",100,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 129а"
6173,59204,фаворит,False,ресторан,"город москва, профсоюзная улица, дом 21а",120,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 21а"
6177,89600,passion,False,бар,"город москва, ленинский проспект, дом 109",12,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6178,89666,шоколадница,True,кафе,"город москва, ленинский проспект, дом 109",30,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6179,89670,кофе тун,True,кафе,"город москва, ленинский проспект, дом 109",20,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6180,89672,барбарис,True,ресторан,"город москва, ленинский проспект, дом 109",25,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6181,71289,yogurt frenzy,True,фаст-фуд,"город москва, ленинский проспект, дом 109",4,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6182,71222,seasons,False,ресторан,"город москва, ленинский проспект, дом 109",98,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6183,71249,теремок,True,кафе,"город москва, ленинский проспект, дом 109",30,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6184,71252,крошка картошка,True,кафе,"город москва, ленинский проспект, дом 109",40,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6185,71258,ташир пицца,True,кафе,"город москва, ленинский проспект, дом 109",72,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6186,125150,bocconcino,True,ресторан,"город москва, ленинский проспект, дом 109",68,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6187,130067,макдоналдс,True,кафе,"город москва, ленинский проспект, дом 109",70,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 109"
6189,155974,рэдимэйд групп,False,кафе,"город москва, профсоюзная улица, дом 25а",40,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 25а"
6190,73356,менза,True,ресторан,"город москва, профсоюзная улица, дом 118",90,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 118"
6191,73358,макдоналдс,True,кафе,"город москва, профсоюзная улица, дом 118",60,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 118"
6244,27553,школьно-базовая столовая,False,столовая,"город москва, варшавское шоссе, владение 250, строение 1",100,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, владение 250, строение 1"
6256,155093,фортуна,False,кафетерий,"город москва, варшавское шоссе, дом 206",12,варшавское шоссе,"https://www.google.com/maps/search/город москва, варшавское шоссе, дом 206"
6298,28171,столовая при нииаа им. семенихина,False,столовая,"город москва, профсоюзная улица, дом 78, строение 1",150,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 78, строение 1"
6302,73041,кондитерская,False,кулинария,"город москва, профсоюзная улица, дом 64",24,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 64"
6303,83264,чайхона №1,True,ресторан,"город москва, профсоюзная улица, дом 64",95,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 64"
6321,29384,ст.цо 170 школьник-юз,False,столовая,"город москва, профсоюзная улица, дом 96б",200,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 96б"
6325,29383,ст шк.176«школьник-юз»,False,столовая,"город москва, профсоюзная улица, дом 98а",210,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 98а"
6326,29617,столовая гбоу школа № 1507 корпус школьного образования № 865,False,столовая,"город москва, профсоюзная улица, дом 142, корпус 5",240,профсоюзная улица,"https://www.google.com/maps/search/город москва, профсоюзная улица, дом 142, корпус 5"
6353,19983,кафе «якитория»,True,кафе,"город москва, проспект вернадского, дом 121, корпус 1",100,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 121, корпус 1"
6354,22867,ресторан «ян примус»,True,ресторан,"город москва, проспект вернадского, дом 121, корпус 1",100,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 121, корпус 1"
6405,19709,glowsubs sandwiches,True,кафе,"город москва, проспект вернадского, дом 88",20,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 88"
6406,19710,кафе,False,кафе,"город москва, проспект вернадского, дом 88",20,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 88"
6407,19711,кафе,False,кафе,"город москва, проспект вернадского, дом 88",10,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 88"
6415,95702,ростикс kfc,True,кафе,"город москва, проспект вернадского, дом 14а",30,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 14а"
6416,70732,кафе «нияма»,True,кафе,"город москва, проспект вернадского, дом 14а",98,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 14а"
6417,106234,бистро,False,фаст-фуд,"город москва, проспект вернадского, дом 14а",5,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 14а"
6418,20184,кафе «мангал»,False,кафе,"город москва, проспект вернадского, дом 14а",80,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 14а"
6419,83671,бургер кинг,True,фаст-фуд,"город москва, проспект вернадского, дом 14а",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 14а"
6430,20193,кафе «петрол комплекс эквипмент кампани»,False,кафетерий,"город москва, проспект вернадского, дом 86д",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86д"
6433,142433,сам пришел,False,ресторан,"город москва, проспект вернадского, дом 76а",49,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 76а"
6436,69447,чайхона №1,True,ресторан,"город москва, проспект вернадского, дом 105, корпус 3",250,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 105, корпус 3"
6437,75251,кафе «менза»,True,кафе,"город москва, проспект вернадского, дом 105, корпус 3",165,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 105, корпус 3"
6438,19988,тимур,False,ресторан,"город москва, ленинский проспект, дом 146",94,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 146"
6439,22887,ресторан «скай вью»,False,ресторан,"город москва, ленинский проспект, дом 146",140,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 146"
6440,22921,ресторан «пивной дворик»,False,ресторан,"город москва, ленинский проспект, дом 146",140,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 146"
6441,22856,ресторан «цдт»,False,ресторан,"город москва, ленинский проспект, дом 146",495,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 146"
6442,22754,ресторан «южное китайское море»,False,ресторан,"город москва, ленинский проспект, дом 146",80,ленинский проспект,"https://www.google.com/maps/search/город москва, ленинский проспект, дом 146"
6443,135863,урюк,True,ресторан,"город москва, проспект вернадского, владение 6, строение 3",186,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, владение 6, строение 3"
6468,151912,кафе,False,кафе,"город москва, проспект вернадского, дом 86б",30,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 86б"
6470,19690,кафе «теремок»,True,фаст-фуд,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6471,19681,кафе «азра»,False,фаст-фуд,"город москва, проспект вернадского, дом 6",24,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6472,19682,кафе kfc,True,фаст-фуд,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6473,19956,кафе «каро фильм»,False,кафе,"город москва, проспект вернадского, дом 6",85,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6474,19959,сбарро,True,фаст-фуд,"город москва, проспект вернадского, дом 6",36,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6475,19837,кафе бургер кинг,False,фаст-фуд,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6476,19838,кафе «супвок»,False,фаст-фуд,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6477,19833,кафе «макдоналдс»,True,фаст-фуд,"город москва, проспект вернадского, дом 6",50,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6478,20128,крошка картошка,True,фаст-фуд,"город москва, проспект вернадского, дом 6",40,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6479,20130,кафе «восточный базар»,True,кафе,"город москва, проспект вернадского, дом 6",80,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6480,20191,кафе кофе-хаус,True,кафе,"город москва, проспект вернадского, дом 6",48,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6481,80196,ресторан «грано»,False,ресторан,"город москва, проспект вернадского, дом 6",90,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6482,80187,кафе «суши бар»,False,кафе,"город москва, проспект вернадского, дом 6",10,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6483,80189,кафе starbucks,True,фаст-фуд,"город москва, проспект вернадского, дом 6",19,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6484,80194,кафе,False,кафе,"город москва, проспект вернадского, дом 6",24,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6485,22826,ресторан «космик»,True,ресторан,"город москва, проспект вернадского, дом 6",150,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6486,22911,кафе «шоколадница»,True,кафе,"город москва, проспект вернадского, дом 6",84,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6487,22919,кафе «пекинская утка»,False,кафе,"город москва, проспект вернадского, дом 6",90,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6488,22920,ресторан «черный бык»,False,ресторан,"город москва, проспект вернадского, дом 6",120,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6489,22964,ресторан tgi friday s,False,ресторан,"город москва, проспект вернадского, дом 6",180,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6490,125308,кафе,False,кафе,"город москва, проспект вернадского, дом 6",10,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6491,125310,каро,True,кафе,"город москва, проспект вернадского, дом 6",9,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6492,69327,пиццерия,False,фаст-фуд,"город москва, проспект вернадского, дом 6",46,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6493,129969,хинкальная,True,ресторан,"город москва, проспект вернадского, дом 6",74,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6494,68992,кафе «вьет кафе»,False,фаст-фуд,"город москва, проспект вернадского, дом 6",20,проспект вернадского,"https://www.google.com/maps/search/город москва, проспект вернадского, дом 6"
6553,157018,пекарня волконский,False,кафе,"город москва, кутузовский проспект, дом 36, строение 10",15,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 36, строение 10"
6566,153543,drake,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 1",60,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 1"
6567,137448,сыроварня,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 1",96,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 1"
6568,144968,the 12 wine bar,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 1",42,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 1"
6569,147847,новые формы,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 3",35,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 3"
6570,152684,нофар,False,ресторан,"город москва, кутузовский проспект, дом 12, строение 3",100,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 12, строение 3"
6621,28536,концерн радиостроения вега,False,столовая,"город москва, кутузовский проспект, дом 34",50,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 34"
6683,19654,бар,False,бар,"город москва, кутузовский проспект, дом 48",40,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6684,20045,белучи,False,ресторан,"город москва, кутузовский проспект, дом 48",40,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6685,20136,найскафе,False,кафе,"город москва, кутузовский проспект, дом 48",98,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6686,84040,сенси кафе,False,кафе,"город москва, кутузовский проспект, дом 48",40,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6687,84041,спеттаколо,False,ресторан,"город москва, кутузовский проспект, дом 48",98,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6688,84042,сливки,False,ресторан,"город москва, кутузовский проспект, дом 48",35,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6689,84060,вивальди,False,ресторан,"город москва, кутузовский проспект, дом 48",30,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6690,22902,кап-ферра,False,ресторан,"город москва, кутузовский проспект, дом 48",92,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6691,22855,облака,False,ресторан,"город москва, кутузовский проспект, дом 48",96,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6692,140386,ribambelle,False,ресторан,"город москва, кутузовский проспект, дом 48",96,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 48"
6693,23994,шоколадница,True,ресторан,"город москва, кутузовский проспект, дом 24, сооружение 1",90,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 24, сооружение 1"
6725,135854,grammy s,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",100,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6726,135839,тоторо,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",120,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6727,108671,эрвин,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",150,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6728,119885,марани,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",154,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6729,79661,иль форно,True,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",98,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6730,80943,солюкс клаб,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",160,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6731,80944,amarsi,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",134,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6732,80971,кафе 2,False,кафе,"город москва, кутузовский проспект, дом 2/1, строение 6",50,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6733,80972,latinos,False,кафе,"город москва, кутузовский проспект, дом 2/1, строение 6",60,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6734,80973,матрешка,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",86,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6735,80974,шеф,False,ресторан,"город москва, кутузовский проспект, дом 2/1, строение 6",255,кутузовский проспект,"https://www.google.com/maps/search/город москва, кутузовский проспект, дом 2/1, строение 6"
6919,140354,stone crab,False,ресторан,"город москва, ленинградский проспект, дом 15, строение 1",86,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 15, строение 1"
6920,140672,карте бланж,False,столовая,"город москва, ленинградский проспект, дом 15, строение 2",85,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 15, строение 2"
6994,27700,мандарин,False,кафе,"город москва, ленинградский проспект, дом 80, корпус 17",47,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 80, корпус 17"
6996,29183,столовая академии федеральной пограничной службы россии,False,столовая,"город москва, ленинградский проспект, дом 3, строение 1",90,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 3, строение 1"
6997,59032,андерсон,True,кафе,"город москва, ленинградский проспект, дом 74, строение 8",45,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 74, строение 8"
7002,83187,экспериментариум кафе,False,кафе,"город москва, ленинградский проспект, дом 80, корпус 11",90,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 80, корпус 11"
7021,25432,vместо sushi,False,кафе,"город москва, ленинградский проспект, дом 76а",83,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 76а"
7035,87660,теремок,True,кафе,"город москва, ленинградский проспект, дом 62а",12,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 62а"
7036,87664,иль патио,True,ресторан,"город москва, ленинградский проспект, дом 62а",60,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 62а"
7038,153110,шашлычный дворик,False,столовая,"город москва, ленинградский проспект, дом 39, строение 73",25,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 39, строение 73"
7041,25225,кафе-бистро солоха,False,кафе,"город москва, ленинградский проспект, дом 37б",20,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 37б"
7049,83813,ленинград,False,ресторан,"город москва, ленинградский проспект, дом 24а, строение 4",60,ленинградский проспект,"https://www.google.com/maps/search/город москва, ленинградский проспект, дом 24а, строение 4"
